Date,Value,Value_Classification,BTC_Closing,BTC_Volume
2/1/2018,30,Fear,9170.540039,9959400448
2/2/2018,15,Extreme Fear,8830.75,12726899712
2/3/2018,40,Fear,9174.910156,7263790080
2/4/2018,24,Extreme Fear,8277.009766,7073549824
2/5/2018,11,Extreme Fear,6955.27002,9285289984
2/6/2018,8,Extreme Fear,7754,13999800320
2/7/2018,36,Fear,7621.299805,9169280000
2/8/2018,30,Fear,8265.589844,9346750464
2/9/2018,44,Fear,8736.980469,6784820224
2/10/2018,54,Neutral,8621.900391,7780960256
2/11/2018,31,Fear,8129.970215,6122189824
2/12/2018,42,Fear,8926.570313,6256439808
2/13/2018,35,Fear,8598.30957,5696719872
2/14/2018,55,Greed,9494.629883,7909819904
2/15/2018,71,Greed,10166.40039,9062540288
2/16/2018,67,Greed,10233.90039,7296159744
2/17/2018,74,Greed,11112.7002,8660880384
2/18/2018,63,Greed,10551.7998,8744009728
2/19/2018,67,Greed,11225.2998,7652089856
2/20/2018,74,Greed,11403.7002,9926540288
2/21/2018,54,Neutral,10690.40039,9405339648
2/22/2018,44,Fear,10005,8040079872
2/23/2018,39,Fear,10301.09961,7739500032
2/24/2018,31,Fear,9813.070313,6917929984
2/25/2018,33,Fear,9664.730469,5706939904
2/26/2018,37,Fear,10366.7002,7287690240
2/27/2018,44,Fear,10725.59961,6966179840
2/28/2018,41,Fear,10397.90039,6936189952
3/1/2018,38,Fear,10951,7317279744
3/2/2018,47,Neutral,11086.40039,7620590080
3/3/2018,56,Greed,11489.7002,6690570240
3/4/2018,44,Fear,11512.59961,6084149760
3/5/2018,55,Greed,11573.2998,6468539904
3/6/2018,59,Greed,10779.90039,6832169984
3/7/2018,37,Fear,9965.570313,8797910016
3/8/2018,39,Fear,9395.009766,7186089984
3/9/2018,37,Fear,9337.549805,8704190464
3/10/2018,39,Fear,8866,5386319872
3/11/2018,40,Fear,9578.629883,6296370176
3/12/2018,41,Fear,9205.120117,6457399808
3/13/2018,41,Fear,9194.849609,5991139840
3/14/2018,40,Fear,8269.80957,6438230016
3/15/2018,32,Fear,8300.860352,6834429952
3/16/2018,33,Fear,8338.349609,5289379840
3/17/2018,31,Fear,7916.879883,4426149888
3/18/2018,29,Fear,8223.679688,6639190016
3/19/2018,29,Fear,8630.650391,6729110016
3/20/2018,37,Fear,8913.469727,6361789952
3/21/2018,36,Fear,8929.280273,6043129856
3/22/2018,36,Fear,8728.469727,5530390016
3/23/2018,28,Fear,8879.620117,5954120192
3/24/2018,32,Fear,8668.120117,5664600064
3/25/2018,30,Fear,8495.780273,4569880064
3/26/2018,31,Fear,8209.400391,5921039872
3/27/2018,24,Extreme Fear,7833.040039,5378250240
3/28/2018,24,Extreme Fear,7954.47998,4935289856
3/29/2018,18,Extreme Fear,7165.700195,6361229824
3/30/2018,12,Extreme Fear,6890.52002,6289509888
3/31/2018,16,Extreme Fear,6973.529785,4553269760
4/1/2018,16,Extreme Fear,6844.22998,4532100096
4/2/2018,11,Extreme Fear,7083.799805,4333440000
4/3/2018,22,Extreme Fear,7456.109863,5499700224
4/4/2018,22,Extreme Fear,6853.839844,4936000000
4/5/2018,17,Extreme Fear,6811.470215,5639320064
4/6/2018,19,Extreme Fear,6636.319824,3766810112
4/7/2018,20,Extreme Fear,6911.089844,3976610048
4/8/2018,17,Extreme Fear,7023.52002,3652499968
4/9/2018,21,Extreme Fear,6770.72998,4894060032
4/10/2018,18,Extreme Fear,6834.759766,4272750080
4/11/2018,20,Extreme Fear,6968.319824,4641889792
4/12/2018,18,Extreme Fear,7889.25,8906250240
4/13/2018,23,Extreme Fear,7895.959961,7764460032
4/14/2018,,,7986.240234,5191430144
4/15/2018,,,8329.110352,5244480000
4/16/2018,,,8058.669922,5631309824
4/17/2018,26,Fear,7902.089844,6900879872
4/18/2018,24,Extreme Fear,8163.419922,6529909760
4/19/2018,25,Extreme Fear,8294.30957,7063209984
4/20/2018,26,Fear,8845.830078,8438110208
4/21/2018,32,Fear,8895.580078,7548550144
4/22/2018,31,Fear,8802.459961,6629899776
4/23/2018,28,Fear,8930.879883,6925190144
4/24/2018,29,Fear,9697.5,10678800384
4/25/2018,64,Greed,8845.740234,11083100160
4/26/2018,47,Neutral,9281.509766,8970559488
4/27/2018,55,Greed,8987.049805,7566289920
4/28/2018,54,Neutral,9348.480469,7805479936
4/29/2018,61,Greed,9419.080078,8853000192
4/30/2018,59,Greed,9240.549805,8673920000
5/1/2018,56,Greed,9119.009766,7713019904
5/2/2018,52,Neutral,9235.919922,7558159872
5/3/2018,55,Greed,9743.860352,10207299584
5/4/2018,56,Greed,9700.759766,8217829888
5/5/2018,63,Greed,9858.150391,7651939840
5/6/2018,67,Greed,9654.799805,7222280192
5/7/2018,56,Greed,9373.009766,7394019840
5/8/2018,62,Greed,9234.820313,7415869952
5/9/2018,53,Neutral,9325.179688,7226890240
5/10/2018,63,Greed,9043.94043,6906699776
5/11/2018,41,Fear,8441.490234,8488520192
5/12/2018,44,Fear,8504.889648,6821380096
5/13/2018,40,Fear,8723.94043,5866379776
5/14/2018,40,Fear,8716.790039,7364149760
5/15/2018,40,Fear,8510.379883,6705710080
5/16/2018,32,Fear,8368.830078,6760220160
5/17/2018,31,Fear,8094.319824,5862530048
5/18/2018,37,Fear,8250.969727,5764190208
5/19/2018,31,Fear,8247.179688,4712399872
5/20/2018,32,Fear,8513.25,5191059968
5/21/2018,41,Fear,8418.990234,5154990080
5/22/2018,30,Fear,8041.779785,5137010176
5/23/2018,26,Fear,7557.819824,6491120128
5/24/2018,27,Fear,7587.339844,6049220096
5/25/2018,25,Extreme Fear,7480.140137,4867829760
5/26/2018,23,Extreme Fear,7355.879883,4051539968
5/27/2018,19,Extreme Fear,7368.220215,4056519936
5/28/2018,22,Extreme Fear,7135.990234,5040600064
5/29/2018,16,Extreme Fear,7472.589844,5662660096
5/30/2018,38,Fear,7406.52002,4922540032
5/31/2018,25,Extreme Fear,7494.169922,5127130112
6/1/2018,24,Extreme Fear,7541.450195,4921460224
6/2/2018,27,Fear,7643.450195,4939299840
6/3/2018,40,Fear,7720.25,4851760128
6/4/2018,41,Fear,7514.470215,4993169920
6/5/2018,26,Fear,7633.759766,4961739776
6/6/2018,42,Fear,7653.97998,4692259840
6/7/2018,38,Fear,7678.240234,4485799936
6/8/2018,40,Fear,7624.919922,4227579904
6/9/2018,39,Fear,7531.97998,3845220096
6/10/2018,24,Extreme Fear,6786.02002,5804839936
6/11/2018,15,Extreme Fear,6906.919922,4745269760
6/12/2018,19,Extreme Fear,6582.359863,4654380032
6/13/2018,19,Extreme Fear,6349.899902,5052349952
6/14/2018,17,Extreme Fear,6675.350098,5138710016
6/15/2018,26,Fear,6456.580078,3955389952
6/16/2018,22,Extreme Fear,6550.160156,3194170112
6/17/2018,23,Extreme Fear,6499.27002,3104019968
6/18/2018,27,Fear,6734.819824,4039200000
6/19/2018,32,Fear,6769.939941,4057029888
6/20/2018,34,Fear,6776.549805,3888640000
6/21/2018,37,Fear,6729.740234,3529129984
6/22/2018,28,Fear,6083.689941,5079810048
6/23/2018,17,Extreme Fear,6162.47998,3431360000
6/24/2018,15,Extreme Fear,6173.22998,4566909952
6/25/2018,16,Extreme Fear,6249.180176,5500810240
6/26/2018,21,Extreme Fear,6093.669922,3279759872
6/27/2018,18,Extreme Fear,6157.129883,3296219904
6/28/2018,20,Extreme Fear,5903.439941,3467800064
6/29/2018,16,Extreme Fear,6218.299805,3966230016
6/30/2018,22,Extreme Fear,6404,4543860224
7/1/2018,27,Fear,6385.819824,4788259840
7/2/2018,27,Fear,6614.180176,4396930048
7/3/2018,31,Fear,6529.589844,4672309760
7/4/2018,33,Fear,6597.549805,4176689920
7/5/2018,37,Fear,6639.140137,4999240192
7/6/2018,34,Fear,6673.5,4313959936
7/7/2018,34,Fear,6856.930176,3961080064
7/8/2018,38,Fear,6773.879883,3386210048
7/9/2018,39,Fear,6741.75,3718129920
7/10/2018,37,Fear,6329.950195,4052430080
7/11/2018,29,Fear,6394.709961,3644859904
7/12/2018,33,Fear,6228.810059,3770170112
7/13/2018,29,Fear,6238.049805,3805400064
7/14/2018,29,Fear,6276.120117,2923670016
7/15/2018,32,Fear,6359.640137,3285459968
7/16/2018,36,Fear,6741.75,4725799936
7/17/2018,39,Fear,7321.040039,5961950208
7/18/2018,42,Fear,7370.779785,6103410176
7/19/2018,44,Fear,7466.859863,5111629824
7/20/2018,47,Neutral,7354.129883,4936869888
7/21/2018,43,Fear,7419.290039,3726609920
7/22/2018,46,Fear,7418.490234,3695460096
7/23/2018,44,Fear,7711.109863,5132480000
7/24/2018,49,Neutral,8424.269531,7277689856
7/25/2018,54,Neutral,8181.390137,5845400064
7/26/2018,53,Neutral,7951.580078,4899089920
7/27/2018,47,Neutral,8165.009766,5195879936
7/28/2018,54,Neutral,8192.150391,3988750080
7/29/2018,54,Neutral,8218.459961,4107190016
7/30/2018,53,Neutral,8180.47998,5551400000
7/31/2018,48,Neutral,7780.439941,5287530000
8/1/2018,39,Fear,7624.910156,4797620000
8/2/2018,39,Fear,7567.149902,4214110000
8/3/2018,36,Fear,7434.390137,4627150000
8/4/2018,31,Fear,7032.850098,4268390000
8/5/2018,23,Extreme Fear,7068.47998,3679110000
8/6/2018,25,Extreme Fear,6951.799805,3925900000
8/7/2018,25,Extreme Fear,6753.120117,4682800000
8/8/2018,23,Extreme Fear,6305.799805,5064430000
8/9/2018,19,Extreme Fear,6568.22998,4267040000
8/10/2018,21,Extreme Fear,6184.709961,4528680000
8/11/2018,18,Extreme Fear,6295.72998,4047850000
8/12/2018,18,Extreme Fear,6322.689941,5665250000
8/13/2018,21,Extreme Fear,6297.569824,4083980000
8/14/2018,16,Extreme Fear,6199.709961,5301700000
8/15/2018,18,Extreme Fear,6308.52002,4895450000
8/16/2018,21,Extreme Fear,6334.72998,4328420000
8/17/2018,19,Extreme Fear,6580.629883,4992990000
8/18/2018,24,Extreme Fear,6423.759766,3984520000
8/19/2018,27,Fear,6506.069824,3311170000
8/20/2018,26,Fear,6308.529785,3665100000
8/21/2018,19,Extreme Fear,6488.759766,3377180000
8/22/2018,21,Extreme Fear,6376.709961,4668110000
8/23/2018,18,Extreme Fear,6534.879883,3426180000
8/24/2018,19,Extreme Fear,6719.959961,4097820000
8/25/2018,22,Extreme Fear,6763.189941,3312600000
8/26/2018,19,Extreme Fear,6707.259766,3295500000
8/27/2018,18,Extreme Fear,6884.640137,4019000000
8/28/2018,19,Extreme Fear,7096.279785,4659940000
8/29/2018,19,Extreme Fear,7047.160156,4145880000
8/30/2018,22,Extreme Fear,6978.22998,4463250000
8/31/2018,17,Extreme Fear,7037.580078,4495650000
9/1/2018,21,Extreme Fear,7193.25,4116050000
9/2/2018,18,Extreme Fear,7272.720215,4329540000
9/3/2018,19,Extreme Fear,7260.060059,4087760000
9/4/2018,26,Fear,7361.660156,4273640000
9/5/2018,17,Extreme Fear,6792.830078,5800460000
9/6/2018,14,Extreme Fear,6529.169922,5523470000
9/7/2018,17,Extreme Fear,6467.069824,4264680000
9/8/2018,18,Extreme Fear,6225.97998,3835060000
9/9/2018,13,Extreme Fear,6300.859863,3671890000
9/10/2018,15,Extreme Fear,6329.700195,3714100000
9/11/2018,18,Extreme Fear,6321.200195,3849910000
9/12/2018,14,Extreme Fear,6351.799805,4064230000
9/13/2018,20,Extreme Fear,6517.310059,4210910000
9/14/2018,23,Extreme Fear,6512.709961,4076220000
9/15/2018,24,Extreme Fear,6543.200195,3216300000
9/16/2018,28,Fear,6517.180176,3273730000
9/17/2018,25,Extreme Fear,6281.200195,3910780000
9/18/2018,21,Extreme Fear,6371.299805,4180090000
9/19/2018,24,Extreme Fear,6398.540039,4431340000
9/20/2018,24,Extreme Fear,6519.669922,4348110000
9/21/2018,31,Fear,6734.950195,6531940000
9/22/2018,35,Fear,6721.97998,4509660000
9/23/2018,38,Fear,6710.629883,4197500000
9/24/2018,43,Fear,6595.410156,4177310000
9/25/2018,37,Fear,6446.470215,4726180000
9/26/2018,37,Fear,6495,4437300000
9/27/2018,42,Fear,6676.75,4606810000
9/28/2018,42,Fear,6644.129883,5014430000
9/29/2018,37,Fear,6601.959961,4363690000
9/30/2018,34,Fear,6625.560059,4002280000
10/1/2018,35,Fear,6589.620117,4000970000
10/2/2018,33,Fear,6556.100098,3979260000
10/3/2018,36,Fear,6502.589844,3887310000
10/4/2018,29,Fear,6576.689941,3838410000
10/5/2018,37,Fear,6622.47998,3671500000
10/6/2018,34,Fear,6588.310059,3259740000
10/7/2018,29,Fear,6602.950195,3306630000
10/8/2018,26,Fear,6652.22998,3979460000
10/9/2018,31,Fear,6642.640137,3580810000
10/10/2018,28,Fear,6585.529785,3787650000
10/11/2018,19,Extreme Fear,6256.240234,5181640000
10/12/2018,13,Extreme Fear,6274.580078,3783500000
10/13/2018,15,Extreme Fear,6285.990234,3064030000
10/14/2018,18,Extreme Fear,6290.930176,3085320000
10/15/2018,20,Extreme Fear,6596.540039,7370770000
10/16/2018,24,Extreme Fear,6596.109863,4074800000
10/17/2018,23,Extreme Fear,6544.430176,4088420000
10/18/2018,26,Fear,6476.709961,3924080000
10/19/2018,24,Extreme Fear,6465.410156,3578870000
10/20/2018,21,Extreme Fear,6489.189941,3379130000
10/21/2018,21,Extreme Fear,6482.350098,3253610000
10/22/2018,27,Fear,6487.160156,3672860000
10/23/2018,24,Extreme Fear,6475.740234,3716150000
10/24/2018,23,Extreme Fear,6495.839844,3424670000
10/25/2018,25,Extreme Fear,6476.290039,3230550000
10/26/2018,29,Fear,6474.75,3306050000
10/27/2018,33,Fear,6480.379883,3393250000
10/28/2018,35,Fear,6486.390137,3445190000
10/29/2018,34,Fear,6332.629883,4199910000
10/30/2018,31,Fear,6334.27002,3781100000
10/31/2018,32,Fear,6317.609863,4191240000
11/1/2018,29,Fear,6377.779785,3789400000
11/2/2018,36,Fear,6388.439941,4234870000
11/3/2018,36,Fear,6361.259766,3658640000
11/4/2018,41,Fear,6376.129883,4390020000
11/5/2018,42,Fear,6419.660156,4174800000
11/6/2018,42,Fear,6461.009766,4700040000
11/7/2018,48,Neutral,6530.140137,4941260000
11/8/2018,51,Neutral,6453.720215,4665260000
11/9/2018,47,Neutral,6385.620117,4346820000
11/10/2018,52,Neutral,6409.220215,3705320000
11/11/2018,54,Neutral,6411.27002,3939060000
11/12/2018,52,Neutral,6371.27002,4295770000
11/13/2018,56,Greed,6359.490234,4503800000
11/14/2018,49,Neutral,5738.350098,7398940000
11/15/2018,28,Fear,5648.029785,7032140000
11/16/2018,23,Extreme Fear,5575.549805,5279320000
11/17/2018,24,Extreme Fear,5554.330078,4303150000
11/18/2018,26,Fear,5623.540039,4159680000
11/19/2018,28,Fear,4871.490234,7039560000
11/20/2018,21,Extreme Fear,4451.870117,8428290000
11/21/2018,15,Extreme Fear,4602.169922,6120120000
11/22/2018,14,Extreme Fear,4365.939941,4569370000
11/23/2018,12,Extreme Fear,4347.109863,4871490000
11/24/2018,15,Extreme Fear,3880.76001,4679500000
11/25/2018,9,Extreme Fear,4009.969971,6825640000
11/26/2018,17,Extreme Fear,3779.129883,6476900000
11/27/2018,11,Extreme Fear,3820.719971,5998720000
11/28/2018,14,Extreme Fear,4257.419922,7280280000
11/29/2018,18,Extreme Fear,4278.84668,6503347767
11/30/2018,19,Extreme Fear,4017.268555,6048016717
12/1/2018,13,Extreme Fear,4214.671875,5375314093
12/2/2018,15,Extreme Fear,4139.87793,5262697895
12/3/2018,17,Extreme Fear,3894.130859,5089570994
12/4/2018,12,Extreme Fear,3956.893799,5028069239
12/5/2018,19,Extreme Fear,3753.994873,5302481574
12/6/2018,13,Extreme Fear,3521.101807,5878333109
12/7/2018,11,Extreme Fear,3419.937256,6835615448
12/8/2018,11,Extreme Fear,3476.114746,5305024497
12/9/2018,14,Extreme Fear,3614.234375,4947372847
12/10/2018,19,Extreme Fear,3502.656006,5020968740
12/11/2018,15,Extreme Fear,3424.588135,4696765188
12/12/2018,14,Extreme Fear,3486.950195,4139364829
12/13/2018,14,Extreme Fear,3313.677246,4343372456
12/14/2018,10,Extreme Fear,3242.484863,4372763663
12/15/2018,11,Extreme Fear,3236.761719,3551763561
12/16/2018,13,Extreme Fear,3252.839111,3744248994
12/17/2018,17,Extreme Fear,3545.864746,5409247918
12/18/2018,23,Extreme Fear,3696.059082,5911325473
12/19/2018,21,Extreme Fear,3745.950684,6810689119
12/20/2018,27,Fear,4134.441406,8927129279
12/21/2018,35,Fear,3896.543701,7206015706
12/22/2018,28,Fear,4014.182617,5605823233
12/23/2018,31,Fear,3998.980225,6151275490
12/24/2018,25,Extreme Fear,4078.599121,7240968501
12/25/2018,33,Fear,3815.490723,6158207293
12/26/2018,26,Fear,3857.297607,5326547918
12/27/2018,29,Fear,3654.833496,5130222366
12/28/2018,21,Extreme Fear,3923.918701,5631554348
12/29/2018,24,Extreme Fear,3820.408691,4991655917
12/30/2018,23,Extreme Fear,3865.952637,4770578575
12/31/2018,26,Fear,3742.700439,4661840806
1/1/2019,24,Extreme Fear,3843.52002,4324200990
1/2/2019,30,Fear,3943.409424,5244856836
1/3/2019,33,Fear,3836.741211,4530215219
1/4/2019,48,Neutral,3857.717529,4847965467
1/5/2019,36,Fear,3845.19458,5137609824
1/6/2019,31,Fear,4076.632568,5597027440
1/7/2019,39,Fear,4025.248291,5228625637
1/8/2019,39,Fear,4030.8479,5306593305
1/9/2019,42,Fear,4035.296387,5115905225
1/10/2019,37,Fear,3678.924561,6874143796
1/11/2019,19,Extreme Fear,3687.365479,5538712865
1/12/2019,22,Extreme Fear,3661.301025,4778170883
1/13/2019,21,Extreme Fear,3552.953125,4681302466
1/14/2019,16,Extreme Fear,3706.052246,5651384490
1/15/2019,27,Fear,3630.675293,5537192302
1/16/2019,24,Extreme Fear,3655.006836,5394457145
1/17/2019,28,Fear,3678.563965,5464420383
1/18/2019,29,Fear,3657.839355,5002961727
1/19/2019,31,Fear,3728.568359,5955691380
1/20/2019,35,Fear,3601.013672,5582489560
1/21/2019,30,Fear,3576.032471,5004347059
1/22/2019,27,Fear,3604.577148,5313623556
1/23/2019,33,Fear,3585.123047,5433755649
1/24/2019,37,Fear,3600.865479,5262869046
1/25/2019,35,Fear,3599.765869,5265847539
1/26/2019,41,Fear,3602.460449,5098183235
1/27/2019,39,Fear,3583.96582,5570752966
1/28/2019,35,Fear,3470.450439,6908930483
1/29/2019,21,Extreme Fear,3448.116943,5897159493
1/30/2019,22,Extreme Fear,3486.181641,5955112627
1/31/2019,17,Extreme Fear,3457.792725,5831198271
2/1/2019,23,Extreme Fear,3487.945313,5422926707
2/2/2019,22,Extreme Fear,3521.060791,5071623601
2/3/2019,19,Extreme Fear,3464.013428,5043937584
2/4/2019,27,Fear,3459.154053,5332718886
2/5/2019,21,Extreme Fear,3466.357422,5227549545
2/6/2019,14,Extreme Fear,3413.767822,5482196038
2/7/2019,18,Extreme Fear,3399.47168,5004962683
2/8/2019,37,Fear,3666.780273,7735623101
2/9/2019,42,Fear,3671.203613,6158833645
2/10/2019,40,Fear,3690.188232,6282256903
2/11/2019,46,Fear,3648.430664,6277056434
2/12/2019,38,Fear,3653.528564,6480384532
2/13/2019,48,Neutral,3632.070557,6438903823
2/14/2019,48,Neutral,3616.880859,6271044418
2/15/2019,43,Fear,3620.810791,6091952231
2/16/2019,43,Fear,3629.787598,5934744052
2/17/2019,38,Fear,3673.836182,7039512503
2/18/2019,63,Greed,3915.714355,9908216640
2/19/2019,65,Greed,3947.094482,9933626655
2/20/2019,59,Greed,3999.820557,8693373948
2/21/2019,59,Greed,3954.118164,7775128102
2/22/2019,61,Greed,4005.526611,7826525254
2/23/2019,63,Greed,4142.526855,8922258316
2/24/2019,69,Greed,3810.42749,10794227451
2/25/2019,47,Neutral,3882.696289,9318796067
2/26/2019,40,Fear,3854.35791,7931218996
2/27/2019,39,Fear,3851.047363,8301309684
2/28/2019,39,Fear,3854.7854,8399767798
3/1/2019,42,Fear,3859.58374,7661247975
3/2/2019,41,Fear,3864.415039,7578786076
3/3/2019,44,Fear,3847.175781,7253558152
3/4/2019,36,Fear,3761.557129,9029175788
3/5/2019,35,Fear,3896.375,10174126415
3/6/2019,42,Fear,3903.942627,9175291529
3/7/2019,56,Greed,3911.484375,9584165519
3/8/2019,54,Neutral,3901.131592,10638638944
3/9/2019,55,Greed,3963.313721,10796103518
3/10/2019,55,Greed,3951.599854,9713267607
3/11/2019,56,Greed,3905.227295,10125901903
3/12/2019,56,Greed,3909.15625,9809887079
3/13/2019,54,Neutral,3906.717285,9469184841
3/14/2019,55,Greed,3924.369141,10480789570
3/15/2019,55,Greed,3960.911133,9394210605
3/16/2019,54,Neutral,4048.72583,9856166973
3/17/2019,58,Greed,4025.229004,8221625400
3/18/2019,56,Greed,4032.507324,9646954186
3/19/2019,56,Greed,4071.190186,9344919956
3/20/2019,55,Greed,4087.476318,10175916388
3/21/2019,62,Greed,4029.326904,10831212662
3/22/2019,56,Greed,4023.968262,9252935969
3/23/2019,50,Neutral,4035.826416,9578850549
3/24/2019,44,Fear,4022.168213,9144851065
3/25/2019,46,Fear,3963.070557,10359818883
3/26/2019,43,Fear,3985.080811,10707678815
3/27/2019,44,Fear,4087.066162,10897131934
3/28/2019,49,Neutral,4069.107178,9353915899
3/29/2019,50,Neutral,4098.374512,10918665557
3/30/2019,57,Greed,4106.660156,9732688060
3/31/2019,56,Greed,4105.404297,9045122443
4/1/2019,62,Greed,4158.183105,10157794171
4/2/2019,60,Greed,4879.87793,21315047816
4/3/2019,71,Greed,4973.021973,22899891582
4/4/2019,61,Greed,4922.798828,18251810240
4/5/2019,59,Greed,5036.681152,16837325387
4/6/2019,65,Greed,5059.817383,16929795194
4/7/2019,69,Greed,5198.896973,16655416140
4/8/2019,65,Greed,5289.770996,17154113634
4/9/2019,64,Greed,5204.958496,14722104361
4/10/2019,62,Greed,5324.551758,15504590933
4/11/2019,65,Greed,5064.487793,16555616019
4/12/2019,42,Fear,5089.539063,13675206312
4/13/2019,62,Greed,5096.586426,10823289598
4/14/2019,51,Neutral,5167.722168,10391952498
4/15/2019,60,Greed,5067.108398,12290155061
4/16/2019,50,Neutral,5235.55957,11618660197
4/17/2019,61,Greed,5251.937988,12438480677
4/18/2019,64,Greed,5298.385742,13256489918
4/19/2019,61,Greed,5303.8125,13780238655
4/20/2019,62,Greed,5337.88623,13169647522
4/21/2019,62,Greed,5314.53125,13731844223
4/22/2019,61,Greed,5399.365234,14601631648
4/23/2019,68,Greed,5572.362305,15867308108
4/24/2019,65,Greed,5464.866699,17048033399
4/25/2019,58,Greed,5210.515625,15330283408
4/26/2019,41,Fear,5279.348145,16812108040
4/27/2019,42,Fear,5268.291016,13111274675
4/28/2019,40,Fear,5285.13916,12819992056
4/29/2019,42,Fear,5247.352539,13735490672
4/30/2019,42,Fear,5350.726563,13878964574
5/1/2019,51,Neutral,5402.697266,13679528236
5/2/2019,50,Neutral,5505.283691,14644460907
5/3/2019,63,Greed,5768.289551,18720780006
5/4/2019,66,Greed,5831.16748,17567780766
5/5/2019,67,Greed,5795.708496,14808830723
5/6/2019,57,Greed,5746.807129,15737171804
5/7/2019,69,Greed,5829.501465,18026409033
5/8/2019,63,Greed,5982.45752,15320605300
5/9/2019,69,Greed,6174.528809,16784645411
5/10/2019,71,Greed,6378.849121,19419875368
5/11/2019,76,Extreme Greed,7204.771484,28867562329
5/12/2019,75,Greed,6972.371582,27773333680
5/13/2019,78,Extreme Greed,7814.915039,28677672181
5/14/2019,78,Extreme Greed,7994.416016,32031452227
5/15/2019,77,Extreme Greed,8205.167969,28344112920
5/16/2019,75,Greed,7884.90918,33167197581
5/17/2019,65,Greed,7343.895508,30066644905
5/18/2019,67,Greed,7271.208008,21354286562
5/19/2019,70,Greed,8197.689453,25902422040
5/20/2019,73,Greed,7978.309082,23843404340
5/21/2019,68,Greed,7963.327637,25127245056
5/22/2019,69,Greed,7680.066406,24719473175
5/23/2019,65,Greed,7881.84668,24457107820
5/24/2019,64,Greed,7987.371582,25919126991
5/25/2019,69,Greed,8052.543945,22256813107
5/26/2019,67,Greed,8673.21582,26677970091
5/27/2019,70,Greed,8805.77832,27949839564
5/28/2019,71,Greed,8719.961914,24226919267
5/29/2019,71,Greed,8659.487305,23473479966
5/30/2019,73,Greed,8319.472656,29246528551
5/31/2019,61,Greed,8574.501953,25365190957
